idx,category,complexity,emotion,confidence,intensity,memories,systems,total_ms,from_cache,mode
1,warm_up,low,neutre,0.400,0.650,0,,0.32,False,core_only
2,warm_up,low,curiosité,0.500,0.300,0,,0.39,False,core_only
3,warm_up,low,neutre,0.400,0.650,0,,0.43,False,core_only
4,science,medium,neutre,0.400,0.650,0,proactive_curiosity|meta_cognition,0.59,False,core_only
5,science,medium,curiosité,0.500,0.300,0,proactive_curiosity|meta_cognition,0.85,False,core_only
6,science,high,curiosité,0.500,0.300,0,meta_cognition|proactive_curiosity|proactive_curiosity|meta_cognition,1.95,False,core_only
7,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,1.75,False,core_only
8,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,1.95,False,core_only
9,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.82,False,core_only
10,emotional,medium,tristesse,0.500,0.300,0,emotional_journal|contextual_empathy,10.97,False,core_only
11,emotional,low,joie,0.700,0.850,0,emotional_journal|contextual_empathy,1.40,False,core_only
12,emotional,medium,peur,0.500,0.300,0,emotional_journal|contextual_empathy,1.34,False,core_only
13,emotional,medium,amour,0.500,1.000,0,emotional_journal|contextual_empathy,3.11,False,core_only
14,daily_life,low,neutre,0.400,0.650,0,,1.31,False,core_only
15,daily_life,medium,curiosité,0.500,0.300,0,,0.95,False,core_only
16,creativity,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|imagination_engine|creative_memory,1.55,False,core_only
17,creativity,medium,neutre,0.400,0.650,0,imagination_engine|creative_memory,0.84,False,core_only
18,memory,medium,neutre,0.400,0.650,0,narrative_memory|emotional_memory_mgr,0.66,False,core_only
19,memory,medium,neutre,0.400,0.650,0,narrative_memory|emotional_memory_mgr,0.83,False,core_only
20,meta,high,curiosité,0.500,0.300,0,meta_cognition|proactive_curiosity,7.24,False,core_only
21,meta,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.84,False,core_only
22,complex,extreme,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.87,False,core_only
23,science,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|proactive_curiosity|meta_cognition,1.60,False,core_only
24,science,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|proactive_curiosity|meta_cognition,2.34,False,core_only
25,science,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|proactive_curiosity|meta_cognition,2.41,False,core_only
26,science,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|proactive_curiosity|meta_cognition,1.42,False,core_only
27,science,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|proactive_curiosity|meta_cognition,1.79,False,core_only
28,science,high,joie,0.500,0.300,0,meta_cognition|proactive_curiosity|proactive_curiosity|meta_cognition,6.24,False,core_only
29,daily_life,low,neutre,0.400,0.650,0,,1.14,False,core_only
30,daily_life,low,neutre,0.400,0.650,0,,10.96,False,core_only
31,daily_life,low,neutre,0.400,0.650,0,,0.62,False,core_only
32,daily_life,low,neutre,0.400,0.650,0,,0.54,False,core_only
33,daily_life,low,neutre,0.400,0.650,0,,0.65,False,core_only
34,daily_life,low,neutre,0.400,0.650,0,,0.50,False,core_only
35,emotional,medium,neutre,0.400,0.650,0,emotional_journal|contextual_empathy,0.48,False,core_only
36,emotional,medium,peur,0.500,0.300,0,emotional_journal|contextual_empathy,0.49,False,core_only
37,emotional,medium,neutre,0.400,0.650,0,emotional_journal|contextual_empathy,0.40,False,core_only
38,emotional,medium,neutre,0.400,0.650,0,emotional_journal|contextual_empathy,0.40,False,core_only
39,emotional,medium,neutre,0.400,0.650,0,emotional_journal|contextual_empathy,0.54,False,core_only
40,emotional,medium,joie,0.500,0.300,0,emotional_journal|contextual_empathy,3.56,False,core_only
41,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.46,False,core_only
42,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.54,False,core_only
43,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.47,False,core_only
44,philosophy,high,amour,0.500,0.300,0,meta_cognition|proactive_curiosity,0.61,False,core_only
45,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.39,False,core_only
46,philosophy,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity,0.52,False,core_only
47,creativity,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|imagination_engine|creative_memory,0.42,False,core_only
48,creativity,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|imagination_engine|creative_memory,0.58,False,core_only
49,creativity,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|imagination_engine|creative_memory,0.45,False,core_only
50,creativity,high,neutre,0.400,0.650,0,meta_cognition|proactive_curiosity|imagination_engine|creative_memory,6.20,False,core_only
